open,high,low,close
10.82,10.96,10.75,10.89
10.89,10.94,10.7,10.87
10.87,11.18,10.77,11.01
11.01,11.13,10.92,10.95
10.95,11.05,10.82,10.95
10.95,11.3,10.86,11.2
11.2,11.8,11.17,11.75
11.75,11.8,11.52,11.79
11.79,11.83,11.62,11.65
11.65,11.84,11.6,11.8
11.8,11.8,11.57,11.73
11.73,11.78,11.64,11.77
11.77,12.43,11.67,12.42
12.42,12.42,12.13,12.35
12.35,12.48,12.25,12.41
12.41,12.6,12.31,12.48
12.48,12.65,11.89,12.25
12.25,12.34,11.9,12.2
12.2,12.41,12.1,12.35
12.35,12.6,12.15,12.45
12.45,12.65,12.42,12.57
12.57,12.69,12.46,12.56
12.56,12.68,12.43,12.5
12.5,12.68,12.48,12.68
12.68,13.5,12.62,13.41
13.41,13.42,13.15,13.38
13.38,13.69,12.9,13.3
13.3,13.55,12.98,13.5
13.5,13.55,13.35,13.42
13.42,13.53,13.02,13.39
13.39,13.55,13.27,13.43
13.43,13.67,13.3,13.56
13.56,13.8,13.3,13.7
13.7,13.8,13.47,13.7
13.7,13.9,13,13.6
13.6,13.64,13.44,13.49
13.49,13.67,13.13,13.3
13.3,13.49,12.75,13.25
13.25,13.4,13.11,13.3
13.3,13.6,13.2,13.6
13.6,13.72,13.33,13.52
13.52,13.6,13.42,13.5
13.5,13.59,13.32,13.37
13.37,13.47,13.01,13.31
13.31,13.45,13.21,13.38
13.38,13.43,13.14,13.35
13.35,13.47,13.2,13.47
13.47,13.47,13.25,13.42
13.42,13.65,13.34,13.42
13.42,13.67,13.27,13.4
13.4,13.59,13.35,13.45
13.45,13.56,13.37,13.51
13.51,13.56,13.16,13.3
13.3,13.4,13.16,13.28
13.28,13.46,13.25,13.4
13.4,13.52,13.27,13.5
13.5,13.55,13.31,13.44
13.44,13.52,13.36,13.45
13.45,13.59,13.4,13.59
13.59,13.88,13.5,13.74
13.74,13.86,13.62,13.77
13.77,14.32,13.77,14.14
14.14,14.35,13.91,14.14
14.14,14.34,13.98,14.24
14.24,14.31,13.95,14.12
14.12,14.35,14.11,14.3
14.3,14.48,13.99,14.25
14.25,14.73,14.21,14.73
14.73,15.7,14.63,15.5
15.5,15.99,15.41,15.7
15.7,15.77,15.25,15.62
15.62,15.89,15.51,15.7
15.7,16.98,15.63,16.8
16.8,17.59,16.65,17.26
17.26,17.59,16.8,17.5
17.5,19.19,15.61,16.9
16.9,17.8,15.39,17.4
17.4,17.88,16.54,17.88
17.88,18,17.21,17.82
17.82,18.88,17.75,18.72
18.72,19.8,18.7,19.53
19.53,19.8,19.15,19.7
19.7,21.43,19.51,20.41
20.41,21.13,20.3,20.5
20.5,20.5,18,19.63
19.63,20.9,19.42,20.59
20.59,21.05,19.86,20.43
20.43,20.79,20.2,20.6
20.6,21.33,20.6,21.18
21.18,22.22,20.77,22.15
22.15,22.77,22,22.66
22.66,23.99,22.58,23.65
23.65,24.11,22.67,23.97
23.97,24.68,23.65,24.65
24.65,25.83,24.3,25.17
25.17,26.3,24.19,24.2
24.2,27.6,21.72,27.22
27.22,27.51,26.1,27.1
27.1,27.5,26.81,27.22
27.22,27.4,25,26.81
26.81,27.15,26.36,26.95
26.95,29.65,26.8,29.42
29.42,29.87,28.99,29.65
29.65,29.98,29.31,29.75
29.75,31.3,29.67,30.25
30.25,30.69,28,29.8
29.8,30.4,29.2,29.89
29.89,30.4,29.55,30.4
30.4,31.7,30.12,31.1
31.1,31.65,30.79,30.9
30.9,34.52,30.9,33.38
33.38,34.9,32.92,34.5
34.5,34.81,33.15,34.25
34.25,34.5,33.8,34.5
34.5,36.7,34.19,36.15
36.15,40.65,36.15,40.33
40.33,49.1,40.14,41.02
41.02,45.5,33.3,42
42,44.5,41.02,44.18
44.18,46.99,43.41,46.85
46.85,47.95,45.47,46
46,48.47,45.54,48.4
48.4,48.4,36.65,44.29
44.29,47.3,43.75,46.92
46.92,47.99,46.05,47.17
47.17,47.45,46.4,46.95
46.95,47.36,46.27,47
47,47.74,46.8,47.4
47.4,52.88,47.12,51.6
51.6,62,50,59.14
59.14,66,57.7,64.49
64.49,74.9,63.1,70.85
70.85,73.75,65,69.87
69.87,70.5,52.35,64.35
64.35,72.5,62.7,71.5
71.5,78,69.52,73.6
73.6,79.72,73.11,78.5
78.5,89.5,78.4,88.92
88.92,95.7,75,86.18
86.18,93.06,83.01,90.5
90.5,94.98,87,92.19
92.19,93.8,91,93.03
93.03,106,92.24,104
104,118.36,99,117.98
117.98,147,110,135
135,142.12,116.39,132.12
132.12,144.94,130.24,142.32
142.32,143.9,139.54,142.63
142.63,164.9,142.63,162.3
162.3,194.9,162.3,187.5
187.5,240.11,186.5,230
230,266,105,165
165,188.7,110.2,124.9
124.9,140,54.25,117
117,130,85.5,93
93,110,84.44,90
90,102,71.51,82.39
82.39,84.5,50.01,68.36
68.36,98.78,63.3,93.07
93.07,113,86,109.01
109.01,136.43,105.54,118.48
118.48,132,115,126.62
126.62,130.5,110,119.2
119.2,127.4,118.5,127.4
127.4,144.02,124.97,143.48
143.48,166.43,140.97,154.2
154.2,162,120.09,141.71
141.71,144.99,121.45,136.9
136.9,139.88,122.71,128
128,136.68,127.5,134.44
134.44,149.08,133,144
144,146.93,134,139.23
139.23,140.06,104,116.38
116.38,126.9,91.11,106.25
106.25,109,79,98.1
98.1,116.3,92,112.9
112.9,118.85,107,115.98
115.98,124.9,106.01,112.25
112.25,114,97.52,109.6
109.6,116.78,109.5,113.2
113.2,113.72,108.8,112.8
112.8,122.5,111.54,117.7
117.7,118.74,113,115.64
115.64,117.47,112.4,114.82
114.82,118.88,114.5,117.98
117.98,119.8,109.42,111.4
111.4,116.44,103.02,114.22
114.22,118.97,112.1,118.21
118.21,125.56,116.57,123.5
123.5,125.31,122.25,123.21
123.21,124.5,119.5,122.5
122.5,123.69,120.1,122.02
122.02,123.08,121.1,122.89
122.89,124.5,122,123.8
123.8,126.93,123,126.3
126.3,133.98,125.36,133.1
133.1,133.5,128.2,131.99
131.99,136,130.61,133.5
133.5,135.47,124,129.77
129.77,130.63,125.4,129
129,132.72,127.6,132.25
132.25,132.4,126.5,128.8
128.8,130,126.33,128.82
128.82,129.79,127.1,129.3
129.3,130.1,115,122.5
122.5,122.78,115.11,120.74
120.74,123.99,118.79,121.4
121.4,123.5,119.5,121.9
121.9,123.3,117,118.97
118.97,119.13,106.15,111
111,113.19,107,107.89
107.89,108.99,88,100.44
100.44,110.63,95,106.35
106.35,109.6,103.23,109
109,112.25,106,108.78
108.78,110.3,100.3,103.95
103.95,104.7,97.1,100
100,103.7,97.5,99.8
99.8,101.75,98.9,99.9
99.9,102.4,98.9,101.95
101.95,113.3,101.03,107.35
107.35,110.99,104.66,108.25
108.25,114.48,107.12,111.29
111.29,115.01,107.56,109.5
109.5,109.96,107.51,108.2
108.2,109,106.2,107.9
107.9,108.33,100.76,102.09
102.09,109.98,100,103.33
103.33,105.49,101.83,104
104,104,100.06,101.74
101.74,101.79,92.25,94.66
94.66,100.44,93,95
95,98.12,93.85,97.51
97.51,98.18,86.01,88.05
88.05,92.57,87.51,90.41
90.41,91.2,76,78.89
78.89,84.27,72,80.04
80.04,80.6,65.42,68.5
68.5,75,66.81,69.66
69.66,77,66.6,76.5
76.5,80,72.46,76
76,78.3,72.51,76.7
76.7,89.84,75.53,88
88,90.7,85,88.98
88.98,104.17,88,93.99
93.99,98.32,87.76,98.32
98.32,99,92.86,94.42
94.42,101.94,93.11,98.89
98.89,100.73,96,97.1
97.1,100,96.18,98.5
98.5,98.8,86.2,90.07
90.07,95.2,87.6,92
92,93.1,89.27,89.82
89.82,92,88,92
92,92,89.8,91.6
91.6,97.13,91.6,95.56
95.56,95.99,92.3,95.09
95.09,97.48,93.57,96.95
96.95,97.48,96,96.02
96.02,97,93,94.4
94.4,100.58,94,98.78
98.78,102.85,98.45,101.48
101.48,107.99,100.47,107.96
107.96,111.65,103.55,106.21
106.21,108,103,104
104,108,101.21,104.5
104.5,105.89,102,104.95
104.95,106,103.5,105.12
105.12,107.77,105,106.72
106.72,107.5,105.11,106.56
106.56,106.96,105.22,105.99
105.99,106.65,100.96,103.05
103.05,105.79,101.94,102.8
102.8,103.9,102.38,103
103,105.19,102.7,105
105,108.12,103.5,106.81
106.81,109.64,104.5,109.6
109.6,115,108,112.56
112.56,113.32,108.78,109.99
109.99,112.3,108.21,108.99
108.99,114,108.23,112.75
112.75,114.69,112,113.38
113.38,123.75,111.77,118.5
118.5,123.01,116.82,121.2
121.2,125,119.68,123.3
123.3,124.49,120.54,122
122,122,118.44,118.51
118.51,121.39,118.02,119.6
119.6,122.99,119.14,122.11
122.11,122.97,119.92,120.07
120.07,133,120,131.29
131.29,131.72,128.02,128.76
128.76,131.2,128.18,129.3
129.3,142.76,128.56,138.03
138.03,148.7,135.89,141
141,147.29,141,146.01
146.01,148.5,142.11,144
144,148.91,142.2,144
144,145.8,130.09,132.51
132.51,137.97,127.24,130.2
130.2,134,121.9,121.9
121.9,131.02,121.25,128.99
128.99,129.87,124.06,126.32
126.32,137.48,124,133.1
133.1,136.02,131.38,132.62
132.62,145.9,127.5,142.1
142.1,145.52,137.51,139.35
139.35,145.6,137.82,140.66
140.66,142,136.5,136.71
136.71,141,135.04,138.3
138.3,142.23,137.9,139.42
139.42,141.37,138,139.15
139.15,142,139.01,140.41
140.41,141.2,131.14,135.05
135.05,137.28,131,133.81
133.81,135.99,132,134.38
134.38,135,131,134
134,135,132,133.4
133.4,136.59,132.5,134.78
134.78,138,134.7,135
135,139,134.71,137.1
137.1,142.66,134.83,138.93
138.93,143,138.02,142.5
142.5,145.81,141.36,143.88
143.88,145.81,138.12,141.9
141.9,144.44,139.41,140.3
140.3,141.93,109.7,123
123,132,120.1,130.99
130.99,139.8,128.5,136.82
136.82,138,135.3,136.7
136.7,138,134.1,137.8
137.8,139,135.12,135.8
135.8,137.78,135.65,136.49
136.49,142.1,135.8,139.5
139.5,141.69,138.51,140.41
140.41,141.85,138.87,140.1
140.1,143.05,139.39,142.89
142.89,147.65,141.5,147.53
147.53,153.69,146.03,151.37
151.37,158.1,150.62,158.09
158.09,162.99,144.2,152.82
152.82,159.94,150.75,157.59
157.59,168.29,156.49,168.28
168.28,195.8,167.08,183.15
183.15,186.1,177.24,186.1
186.1,197.37,183.18,192.78
192.78,205.5,192.78,202.99
202.99,227.98,200.7,227.97
227.97,233.38,175.3,206.98
206.98,208.97,176.6,197.88
197.88,198.41,186.99,188.56
188.56,207.81,188.56,206.91
206.91,209.79,200.42,206.9
206.9,216.5,204.2,216
216,216.49,203.99,208
208,214.99,205.43,211.17
211.17,214.95,209.71,213.43
213.43,214.86,211,211.69
211.69,226.95,211.69,224
224,238.98,221.95,238.16
238.16,258.87,229,251.3
251.3,272.52,251.3,264.1
264.1,324.21,263.6,309.65
309.65,358,308.01,355
355,394.99,339.99,367.79
367.79,372.52,289.96,336.32
336.32,375.99,321.41,362.98
362.98,391.79,358.97,380.04
380.04,444.97,372.17,434.85
434.85,447.49,402.54,433.4
433.4,457.92,412.97,433.92
433.92,476.94,427.98,461.96
461.96,536.75,456.98,528.3
528.3,787.93,521.98,785.43
785.43,900.92,502.61,645.69
645.69,649.99,453.29,637.97
637.97,784.32,595.19,764.91
764.91,821.99,682.28,802
802,890.03,799.54,832.5
832.5,854.99,745.21,795.01
795.01,849.99,758.95,829.99
829.99,974.96,825.08,969.96
969.96,1094.78,914.27,1079.89
1079.89,1224.48,1032.06,1101.38
1101.38,1241.92,1049.96,1206.93
1206.93,1232.94,1150.16,1205.66
1205.66,1216.84,840.27,1004.39
1004.39,1117.73,974.97,1096.56
1096.56,1185.63,1064.91,1154.86
1154.86,1239.7,1131.35,1237.55
1237.55,1239.86,869.99,1106.35
1106.35,1118.93,800.07,845.02
845.02,895.96,576.03,697.02
697.02,828.96,653.03,803.96
803.96,980.03,787.73,918.95
918.95,1067.7,911.96,1033.72
1033.72,1056.76,856.06,919.93
919.93,940.98,839.51,899.98
899.98,989.89,882.11,936.77
936.77,947.93,875.11,908.94
908.94,927.9,837.98,919.88
919.88,924.94,714.03,759.92
759.92,779.96,678.88,714.97
714.97,716.99,454.86,540.98
540.98,745.96,522.44,731.95
731.95,774.39,621.25,649.96
649.96,690,610,640.48
640.48,699.91,614.95,639.49
639.49,724.92,631.01,713.24
713.24,729.94,665.98,702.75
702.75,709.95,673.93,707.25
707.25,829.63,707.21,801.98
801.98,836.83,767.87,803.05
803.05,805.97,715.6,761.99
761.99,803.95,734.98,784.96
784.96,818.83,780.96,804.83
804.83,813.94,776.96,805.94
805.94,829.93,770.97,815.94
815.94,886.21,810.47,856.91
856.91,888.23,839.44,884.26
884.26,932.16,848.32,924.69
924.69,1029.86,911.36,1014.74
1014.74,1093.44,964.74,1012.65
1012.65,1043.98,879.85,879.9
879.9,966.9,858.9,938.84
938.84,964.64,866.55,936.95
936.95,964.84,905.88,957.76
957.76,1010.84,935,1005.32
1005.32,1022.67,922.07,939.79
939.79,949.24,879.94,922.91
922.91,942.47,904.19,919.28
919.28,973.09,915.06,941.22
941.22,955.53,910.5,913.49
913.49,929.75,867.22,894.16
894.16,924.74,884.74,905.72
905.72,958.07,901.88,954.8
954.8,980.54,925.96,955.95
955.95,974.25,943.18,962.21
962.21,973.94,934.95,950.95
950.95,958.06,936.27,944.16
944.16,949.52,902.89,916.55
916.55,978.41,915.86,961.05
961.05,1038.06,950.66,1007
1007,1021.45,937.23,943.54
943.54,972.61,911.65,932.68
932.68,950.56,918.86,925.67
925.67,953.24,909.46,941.39
941.39,954.71,924.59,938.85
938.85,969.19,927.8,940.42
940.42,959.38,934.41,953.31
953.31,959.58,931.67,931.71
931.71,949.1,900.76,926.64
926.64,939.75,890.05,904.52
904.52,908.77,800.93,828.87
828.87,833.07,651.73,695.65
695.65,719.26,632.08,648.78
648.78,694.12,622.53,659.57
659.57,700.04,500.04,582.63
582.63,609.71,550.22,578.96
578.96,585.12,511.9,531.13
531.13,549.2,451.33,451.44
451.44,500.03,302.18,427.68
427.68,447.94,310.08,371.07
371.07,540.03,220.37,299.8
299.8,411.21,263.36,272.28
272.28,370.12,248.31,293.95
293.95,308.63,257.24,261.53
261.53,271.61,109.22,111.92
111.92,160.15,91.66,111.56
111.56,290.59,96.72,255.59
255.59,349.15,220.31,310.17
310.17,316.88,131.85,174
174,174.64,102.33,135.78
135.78,650,135.78,593.14
593.14,629.9,580.5,596.49
596.49,599,570,573.94
573.94,573.94,262.77,557.39
557.39,562.93,541.54,544.56
544.56,695.44,544.56,662.18
662.18,686.22,645.16,661.85
661.85,665.97,636.77,658.3
658.3,661.83,636.22,648.26
648.26,655.2,600.31,616.73
616.73,625.68,588.58,609.21
609.21,637.6,598.51,627.05
627.05,633.68,594.7,612.97
612.97,619.7,599.92,608.69
608.69,640.79,608.2,619.43
619.43,636.13,616.06,625.04
625.04,631.23,610.61,614.03
614.03,628.83,609.18,624.03
624.03,627.28,613.17,619.14
619.14,622.49,602.74,606.38
606.38,611.72,585.66,598.93
598.93,607.08,590.14,594.96
594.96,598.41,560.35,565.99
565.99,587.42,540.22,549.6
549.6,569.96,537.16,564.34
564.34,564.34,538.63,551.16
551.16,572.52,531.27,567.56
567.56,569.66,550.43,562.89
562.89,575.42,546.26,562.45
562.45,567.75,460.45,460.45
460.45,514.95,453.75,482.61
482.61,494.28,473.78,477.11
477.11,479.04,424.03,446.92
446.92,473.43,422.49,444.66
444.66,487.35,438.03,463.45
463.45,480.27,409.25,424.37
424.37,448.74,386.67,436.31
436.31,456.46,415.51,444.36
444.36,461.17,439.37,456.63
456.63,472.38,446.3,455.69
455.69,485.06,447.98,462.38
462.38,480.69,457.57,466.56
466.56,479.66,451.07,457.34
457.34,463.45,384.63,384.63
384.63,450.4,355.71,435.14
435.14,469.83,428.02,437.65
437.65,454.15,409.85,427.6
427.6,497.83,420.08,478.38
478.38,526.63,466.43,526.43
526.43,549.05,496.08,536.95
536.95,537.03,486.89,502
502,512.15,472,485.52
485.52,516.89,473.16,506.02
506.02,522.22,488.69,498.51
498.51,524.67,490.66,495.16
495.16,520.51,483.39,487.91
487.91,509.96,482.25,487.3
487.3,507.33,477.22,500.29
500.29,502.49,438.33,464.49
464.49,468.68,448.57,457.87
457.87,461.4,437.39,443.18
443.18,451.12,420.78,441.92
441.92,453.78,430.71,446.12
446.12,452.64,430.89,445.63
445.63,464.49,444.51,460.13
460.13,463.38,442,453.67
453.67,454.2,429.09,438.65
438.65,446.61,428.79,436.05
436.05,443.86,426.37,430.87
430.87,434.95,420.23,432.19
432.19,458.78,423.55,446.55
446.55,455.5,439.5,441.11
441.11,455.78,438.5,445.45
445.45,459.46,441.43,451.9
451.9,455.4,429.02,433.23
433.23,441.07,430.19,438.21
438.21,442.27,432.74,433.92
433.92,444.28,433.88,442.63
442.63,450.03,441.47,448.1
448.1,455.15,441.86,453.63
453.63,455.94,452.23,452.79
452.79,454,449.04,450.14
450.14,451.69,441.2,443.9
443.9,486.23,437.25,484.57
484.57,495.21,481.73,488.84
488.84,519.25,485.55,515.36
515.36,540.88,515.18,518.09
518.09,526.65,510.42,520.46
520.46,575.19,520.46,570.44
570.44,586.41,564.65,582.01
582.01,586.22,555.28,570.1
570.1,581.81,562.56,570.84
570.84,573.83,557.7,564.42
564.42,613.26,564.02,612.35
612.35,629.04,604.73,627.91
627.91,674.98,621.95,649.79
649.79,662.63,625.46,655.49
655.49,676.47,631.42,669.43
669.43,669.78,602.1,638.93
638.93,665.39,635.59,660.18
660.18,663.84,647.12,650.41
650.41,659.77,641.02,651.67
651.67,658.88,648.67,651.05
651.05,652.12,639.08,644.35
644.35,661.44,641.68,655.62
655.62,663.04,642.28,642.95
642.95,643.8,591.12,597.13
597.13,619.14,594.87,610.35
610.35,613.77,563.68,583.42
583.42,587.83,560.85,582.29
582.29,606.14,580.45,599.08
599.08,608.43,594.86,605.09
605.09,614.4,603.61,606.21
606.21,612.58,598.67,600.17
600.17,602.05,587.1,590.75
590.75,599.21,584.82,597.04
597.04,610.08,591.99,603.62
603.62,604.65,582.86,591.17
591.17,595.65,585.41,588.77
588.77,589.56,566.88,568.45
568.45,582.71,565.85,582.7
582.7,603.94,580.14,602.23
602.23,608.76,593.97,597.56
597.56,604.28,593.19,601.06
601.06,637.28,596.55,635.14
635.14,652.54,634.09,643.19
643.19,652.1,604.58,645.72
645.72,646.4,633.58,638.03
638.03,642.22,623.04,623.96
623.96,627.8,619.69,622.96
622.96,629.44,622.65,626.65
626.65,627.93,607.32,613.6
613.6,619.65,609.35,615.32
615.32,623.82,610.53,623
623,624.95,611.66,618.39
618.39,633.62,616.11,632.9
632.9,638.59,625.9,635.9
635.9,638.64,627.54,628.03
628.03,628.99,616.06,618.32
618.32,624.42,617.3,619.6
619.6,622.36,614.15,614.8
614.8,632.55,610.01,626.58
626.58,630.15,617.92,627.47
627.47,634.14,625.14,627.04
627.04,627.93,619.96,620.98
620.98,625.93,615.02,625.13
625.13,628.81,620,622.53
622.53,624.99,621,621.69
621.69,621.96,599.38,601.87
601.87,609.06,597.4,600.5
600.5,602.98,593.25,596
596,601.49,593.69,595.03
595.03,597.49,578.14,587.93
587.93,591.28,579.53,585.77
585.77,586.13,564.18,564.64
564.64,593.73,564.01,589.52
589.52,603.99,586.43,598.78
598.78,598.91,587.42,591.72
591.72,592.06,580.62,588.94
588.94,595.09,586.49,592.77
592.77,594.25,585.44,588.76
588.76,593.79,587.2,589.77
589.77,595.08,587.92,592.8
592.8,608.2,592.08,595.85
595.85,595.85,587.41,589.52
589.52,596.64,588.06,592.06
592.06,593.62,571.72,575.89
575.89,578.29,561.98,567.66
567.66,573.51,523.15,542.1
542.1,544.94,495.94,504.8
504.8,515.24,483.21,496.45
496.45,524.25,483.24,522.01
522.01,524.71,478.22,485.5
485.5,493.26,449.95,462.18
462.18,487.05,455.8,485.12
485.12,521.84,468.51,516.78
516.78,537.17,511.36,517.94
517.94,524.44,500.57,516.1
516.1,516.82,493.98,497.68
497.68,514.82,496.81,509.71
509.71,511.33,499.71,502.93
502.93,516.04,501.81,512.56
512.56,527.37,512.56,515.23
515.23,521.59,503.34,510.75
510.75,515.18,506.69,512.56
512.56,512.91,503.12,505.96
505.96,508.34,478.31,481.78
481.78,487.47,471.78,477.19
477.19,486.99,470.54,478.94
478.94,487.29,476.82,480.04
480.04,498.47,476.26,490.99
490.99,495.02,483.07,483.65
483.65,491.38,480.79,484.47
484.47,490.72,478.49,485.75
485.75,487.02,469.5,475.69
475.69,478.6,467.52,474.9
474.9,491.04,471.57,479.7
479.7,488.92,474.57,478.49
478.49,479.71,471.14,477.73
477.73,480.64,474.64,478.17
478.17,480.33,471.96,477.74
477.74,479.28,473.7,477.71
477.71,478.81,463.95,466.75
466.75,469.39,458.27,461.09
461.09,462.26,408.77,424.26
424.26,429.17,386.1,397.67
397.67,427.69,387.5,411.53
411.53,415.07,394.52,401.62
401.62,410.75,398.6,404.09
404.09,445.51,394.75,436.86
436.86,439.19,422.1,423.77
423.77,427.55,409.56,412.29
412.29,416.42,399.7,404.46
404.46,407.07,394.69,399.02
399.02,402.27,374.12,379.08
379.08,389.26,372.63,376.77
376.77,395.18,374.73,388.17
388.17,395.13,381.11,382.84
382.84,385.59,371.2,375.14
375.14,378.22,362.81,363.45
363.45,369.88,327.1,335.32
335.32,344.25,294.92,322.86
322.86,347.94,303.05,331.55
331.55,345.51,321.74,331.65
331.65,351.64,325.43,350.87
350.87,384.61,347.57,360.91
360.91,378.13,353.32,361.71
361.71,370.15,350.49,361.22
361.22,374.57,352.25,373.17
373.17,391.22,366.04,387.32
387.32,407.74,385.72,397.1
397.1,397.87,388.23,393.17
393.17,398.84,371.56,379.77
379.77,384.76,372.42,380.48
380.48,395.71,373.58,390.88
390.88,394.49,383.92,387.28
387.28,387.77,378.42,380.39
380.39,388.24,377.42,382.35
382.35,383.69,376.97,378.93
378.93,381.08,353.48,355.78
355.78,360.87,351.41,355.1
355.1,356.57,341.53,346.72
346.72,356.8,344.19,348.67
348.67,356.35,344.93,350.09
350.09,355.72,348.27,351.06
351.06,352.83,334.72,335.12
335.12,350.38,333.44,344.86
344.86,347.97,336.08,337.87
337.87,339,320.74,325.43
325.43,329.76,319.81,322.55
322.55,332.85,321.67,324.24
324.24,328.75,320.11,327.96
327.96,341.98,326.52,338.01
338.01,351.14,335.74,347.67
347.67,351.61,340.18,341.87
341.87,346.29,339.8,343.54
343.54,362.21,341.78,362.04
362.04,374.67,356.6,367.15
367.15,370.99,361.87,365.42
365.42,442.73,365.42,432.03
432.03,480.45,390.88,428.72
428.72,430.18,381.99,396.53
396.53,407.32,367.97,374.86
374.86,390.36,370.54,385.61
385.61,412.33,378.32,384.69
384.69,394.94,371.95,379.16
379.16,389.29,374.26,381.43
381.43,383.03,355.11,357.3
357.3,358.73,343.8,351.77
351.77,364.21,350.51,352.01
352.01,370.59,352.01,365.85
365.85,388.72,361.92,378.85
378.85,395.73,370.64,376.43
376.43,378.27,363.99,365.35
365.35,374.43,364.81,368.83
368.83,383.25,358.37,377.59
377.59,389.3,372.21,376.28
376.28,381.06,372.57,374.93
374.93,383.58,373.02,378.61
378.61,384.87,375.37,380.64
380.64,384.67,373.64,376.96
376.96,380.43,366.24,369.84
369.84,379.7,366.39,377.63
377.63,380.33,372.04,376.26
376.26,377.88,372.46,376.47
376.47,377.36,364.6,364.95
364.95,365.35,343.82,352.19
352.19,354.07,345.09,347.94
347.94,367.13,337.8,347.68
347.68,356.43,346,353.4
353.4,353.4,343.81,348.24
348.24,351.59,344.61,349.35
349.35,351.22,343.56,345.37
345.37,346.45,328.88,330.22
330.22,335.67,314.31,320.02
320.02,325.62,303.4,310.34
310.34,320.24,306.36,317.78
317.78,332.62,316.05,330.35
330.35,332.03,320.13,322.63
322.63,335.26,319.89,330.84
330.84,339.32,328,335.25
335.25,336.28,320.65,322.4
322.4,323.38,316.3,318.99
318.99,332.88,316.36,329.98
329.98,330.7,311.98,315.34
315.34,322.84,310.5,316.53
316.53,321.61,308.28,314.12
314.12,316.18,309.25,311.27
311.27,319.09,308.89,318.24
318.24,321.36,313.54,314.89
314.89,316.4,313.08,315.21
315.21,315.83,284.89,287.13
287.13,289.94,255.87,264.72
264.72,278.32,262.89,274.84
274.84,285.11,271.52,282.27
282.27,296.06,280.74,291.34
291.34,292.71,278.99,282.69
282.69,290.59,277.28,287.97
287.97,289.25,271.98,273.35
273.35,278.01,263.76,264.77
264.77,273.08,263.3,269.33
269.33,269.33,217.1,221.29
221.29,230.86,157.29,164.92
164.92,231.26,164.55,209.78
209.78,222.63,198.72,206.92
206.92,212.59,191.71,199.65
199.65,220.73,192.51,210.62
210.62,219.48,205.47,215.87
215.87,216.57,203.42,210.55
210.55,229.32,207.11,228.17
228.17,238.78,225.57,232.7
232.7,236.97,224.84,232.17
232.17,248.88,229.58,248.16
248.16,256.43,241.36,252.09
252.09,310.91,251.5,269.18
269.18,276.9,247.26,263.27
263.27,267.66,228.06,236.17
236.17,241.51,220.36,233.99
233.99,244.83,227.19,231.84
231.84,235.36,216.46,218.51
218.51,231.44,209.71,225.29
225.29,242.51,220.53,238.86
238.86,247.48,223.91,227.41
227.41,230.71,220.23,226.58
226.58,229.85,214.35,216.52
216.52,226.16,215.65,222.96
222.96,231,222.38,227.68
227.68,230.23,219.5,223.67
223.67,225,215.66,220.34
220.34,222.19,214.44,219.67
219.67,223.53,217.28,218.83
218.83,223,217.3,221.79
221.79,241.58,220.62,236.17
236.17,261.25,235.38,258.64
258.64,264.57,226.56,233.27
233.27,240.03,228.01,235.83
235.83,247.17,232.03,243.2
243.2,245.51,231.7,235.2
235.2,244.11,234.87,241.92
241.92,247.76,238.83,244.52
244.52,247.32,242.65,244.41
244.41,246.54,232.72,235.73
235.73,240.06,231.33,238.82
238.82,240.25,235.5,238.89
238.89,239.64,234.59,237.33
237.33,238.17,233.5,236.53
236.53,258.72,235.7,253.47
253.47,255.4,248.73,254.06
254.06,260.65,244.77,257.94
257.94,274.8,256.15,273.75
273.75,287.06,266.12,280.65
280.65,284.47,265.91,271.92
271.92,280.84,262.81,275.23
275.23,277.99,269.02,272.56
272.56,278.25,269.41,274.91
274.91,278.78,271.31,274.49
274.49,293.26,273.79,290.02
290.02,300.96,288.12,291.37
291.37,297.66,288.88,295.6
295.6,296.98,290.83,293.85
293.85,294.92,286.08,287.21
287.21,288.4,279.3,281.6
281.6,286.39,280.37,284.88
284.88,294.01,284.77,290.41
290.41,292.46,283.25,285.38
285.38,285.65,248.19,255.92
255.92,264.8,247,260.93
260.93,264.71,257.85,261.78
261.78,263.26,254.02,259.71
259.71,270.42,259,268.57
268.57,271.01,259.38,265.46
265.46,267.02,242.67,246.72
246.72,249.21,234.84,246.37
246.37,254.69,243.52,248.02
248.02,250.05,244.47,247.21
247.21,254.25,246.28,252.02
252.02,252.81,238.93,242.08
242.08,248.83,236.55,246.79
246.79,248.7,241.18,244.15
244.15,247.67,239.57,246.24
246.24,254.85,244.25,252.6
252.6,256.53,251.26,254.48
254.48,255.24,250.31,252.89
252.89,260.26,250.6,259.64
259.64,261.45,252.32,254.97
254.97,255.6,250.15,252.97
252.97,254.26,242.57,244.57
244.57,246.22,237.62,243.32
243.32,244.11,231.3,234.73
234.73,240,233.12,236.48
236.48,237.52,232.27,235.85
235.85,236.75,220.36,223.59
223.59,224.72,214.27,217.99
217.99,223.56,217.15,222.97
222.97,229.53,222.87,227.98
227.98,229.28,220.56,222.59
222.59,224.47,220.57,223.35
223.35,226.94,221.96,223.02
223.02,226.72,221.58,224.24
224.24,235.27,223.29,233.73
233.73,238.4,231.8,233.78
233.78,236.12,232.58,235.4
235.4,236.55,229.06,231.09
231.09,232.29,223.05,226.14
